File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/R2_10_8.txt, Execution time:, 60.64, Total cost:, 20317.48, vehicles used:, 19
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/R2_2_4.txt, Execution time:, 61.46, Total cost:, 2066.16, vehicles used:, 4
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/R2_2_5.txt, Execution time:, 61.39, Total cost:, 3445.47, vehicles used:, 4
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/R2_4_3.txt, Execution time:, 60.32, Total cost:, 6381.14, vehicles used:, 8
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/R2_4_4.txt, Execution time:, 60.64, Total cost:, 4568.51, vehicles used:, 8
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/R2_8_7.txt, Execution time:, 60.86, Total cost:, 18745.92, vehicles used:, 15
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/R2_8_8.txt, Execution time:, 60.62, Total cost:, 14321.43, vehicles used:, 15
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/RC1_10_10.txt, Execution time:, 61.48, Total cost:, 46678.05, vehicles used:, 90
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/RC1_10_9.txt, Execution time:, 61.43, Total cost:, 47014.06, vehicles used:, 90
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/RC1_2_1.txt, Execution time:, 60.40, Total cost:, 3826.58, vehicles used:, 18
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/RC1_2_2.txt, Execution time:, 60.23, Total cost:, 3468.89, vehicles used:, 18
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/RC1_4_3.txt, Execution time:, 60.73, Total cost:, 7950.62, vehicles used:, 36
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/RC1_4_4.txt, Execution time:, 60.92, Total cost:, 7559.69, vehicles used:, 36
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/RC1_8_10.txt, Execution time:, 60.99, Total cost:, 33547.41, vehicles used:, 72
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/RC1_8_9.txt, Execution time:, 61.54, Total cost:, 33875.87, vehicles used:, 72
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/RC2_10_1.txt, Execution time:, 61.35, Total cost:, 30019.13, vehicles used:, 25
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/RC2_10_2.txt, Execution time:, 61.44, Total cost:, 26177.36, vehicles used:, 22
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/RC2_2_4.txt, Execution time:, 60.08, Total cost:, 2150.59, vehicles used:, 4
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/RC2_2_5.txt, Execution time:, 60.76, Total cost:, 2750.89, vehicles used:, 5
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/RC2_4_4.txt, Execution time:, 60.63, Total cost:, 3945.96, vehicles used:, 8
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/RC2_4_5.txt, Execution time:, 60.33, Total cost:, 6051.36, vehicles used:, 10
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/RC2_8_1.txt, Execution time:, 60.81, Total cost:, 20117.04, vehicles used:, 23
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/RC2_8_2.txt, Execution time:, 60.56, Total cost:, 18119.99, vehicles used:, 19
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/c101.txt, Execution time:, 30.89, Total cost:, 828.94, vehicles used:, 10
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/c102.txt, Execution time:, 60.13, Total cost:, 828.94, vehicles used:, 10
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/c203.txt, Execution time:, 60.06, Total cost:, 591.17, vehicles used:, 3
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/c204.txt, Execution time:, 60.25, Total cost:, 590.60, vehicles used:, 3
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/r105.txt, Execution time:, 60.17, Total cost:, 1377.11, vehicles used:, 14
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/r106.txt, Execution time:, 60.12, Total cost:, 1257.96, vehicles used:, 12
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/r207.txt, Execution time:, 61.14, Total cost:, 811.51, vehicles used:, 3
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/r208.txt, Execution time:, 60.49, Total cost:, 728.63, vehicles used:, 2
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/rc101.txt, Execution time:, 60.13, Total cost:, 1696.95, vehicles used:, 14
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/rc102.txt, Execution time:, 60.15, Total cost:, 1477.54, vehicles used:, 13
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/rc203.txt, Execution time:, 60.18, Total cost:, 1051.55, vehicles used:, 3
File:, /content/drive/MyDrive/MTP/CVRP_TW/inputs/rc204.txt, Execution time:, 60.08, Total cost:, 799.06, vehicles used:, 3
